,filename,genre,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9
23,country.00021.wav,country,0.037749097,0.31303197,0.059264172,0.06529579,0.058311254,0.14370267,0.0154378,0.16474421,0.08889555,0.053567424
24,country.00022.wav,country,0.11952056,0.046386696,0.16357403,0.08623027,0.04908086,0.14280555,0.043899074,0.1093773,0.06528258,0.1738431
25,country.00023.wav,country,0.1766302,0.01718118,0.13735417,0.0887109,0.07358502,0.074950196,0.046834506,0.08917473,0.07771062,0.21786855
26,country.00031.wav,country,0.047582053,0.20542088,0.08463273,0.09542126,0.06119568,0.13822754,0.019634956,0.16363126,0.11482896,0.069424644
27,country.00041.wav,country,0.20807703,0.014552401,0.11872176,0.093399376,0.069804356,0.044153024,0.08223236,0.046923466,0.06300328,0.25913286
28,country.00050.wav,country,0.19681662,0.018503834,0.117030285,0.10549688,0.075799964,0.043370612,0.116983406,0.03787147,0.05572848,0.2323984
29,country.00066.wav,country,0.18359186,0.028456906,0.18088108,0.09258439,0.055124033,0.061240222,0.07759223,0.057009976,0.04558447,0.21793483
30,disco.00015.wav,disco,0.07086078,0.037875146,0.048122004,0.075617775,0.15500101,0.073399335,0.055835098,0.15095095,0.23764215,0.094695784
31,disco.00024.wav,disco,0.13827929,0.010338375,0.092869475,0.08788614,0.0756491,0.09193668,0.046084996,0.11144891,0.14988878,0.19561824
32,disco.00044.wav,disco,0.071878664,0.07532386,0.04862194,0.065807976,0.05606466,0.08850494,0.016638314,0.24051434,0.26685664,0.06978862
33,disco.00056.wav,disco,0.13488995,0.016479664,0.11761196,0.069555655,0.07976418,0.09124421,0.06135014,0.11335278,0.089334354,0.22641711
34,disco.00064.wav,disco,0.1076769,0.02016053,0.103293724,0.06231395,0.0562699,0.16925414,0.04959693,0.10102169,0.094367035,0.23604517
35,disco.00069.wav,disco,0.15316726,0.014754886,0.07443341,0.10386324,0.07188683,0.036871016,0.23771259,0.023625737,0.06438286,0.21930219
36,disco.00074.wav,disco,0.047605276,0.042106066,0.041241534,0.07923234,0.14474376,0.09432339,0.032585002,0.16556287,0.29310358,0.059496187
37,disco.00077.wav,disco,0.19213434,0.01084512,0.09731768,0.08460475,0.0738127,0.04832711,0.14386961,0.03727415,0.06471957,0.24709508
38,disco.00085.wav,disco,0.1532263,0.012777112,0.07236953,0.09683502,0.0987292,0.043878764,0.20486146,0.03529254,0.079094954,0.2029351
39,disco.00090.wav,disco,0.05603505,0.029597117,0.060172573,0.08052555,0.13229014,0.11963829,0.031217461,0.17904942,0.21592996,0.095544405
40,hiphop.00002.wav,hiphop,0.070953585,0.019249387,0.03206983,0.06281683,0.0860298,0.05778765,0.013969899,0.21789007,0.37875274,0.06048024
41,hiphop.00004.wav,hiphop,0.052193712,0.31028858,0.057714317,0.07372444,0.07308608,0.103399046,0.08872356,0.0811076,0.07029119,0.089471504
42,hiphop.00033.wav,hiphop,0.16301773,0.017528886,0.114349596,0.071542,0.07872289,0.07616202,0.05299027,0.105757184,0.08339579,0.23653357
43,hiphop.00051.wav,hiphop,0.039088782,0.15164652,0.06112859,0.06896635,0.07316688,0.120188445,0.009985869,0.27545714,0.1592428,0.04112861
44,hiphop.00053.wav,hiphop,0.10864617,0.061766315,0.1287861,0.1298394,0.077305,0.10365499,0.09081719,0.06454012,0.07857216,0.15607251
45,hiphop.00056.wav,hiphop,0.13222767,0.01902161,0.10547458,0.10014215,0.07305911,0.10693683,0.07683062,0.07288045,0.11654836,0.19687864
46,hiphop.00062.wav,hiphop,0.06792602,0.060451962,0.07335254,0.073987715,0.085640855,0.12512016,0.021741938,0.22758095,0.15737578,0.10682215
47,hiphop.00069.wav,hiphop,0.02319837,0.46004382,0.054983057,0.05028962,0.033269376,0.14045732,0.010218416,0.13484533,0.060066916,0.032627758
48,hiphop.00080.wav,hiphop,0.070885405,0.021238264,0.038421206,0.06257067,0.13482018,0.06947737,0.031336308,0.19420329,0.28427055,0.09277671
49,hiphop.00096.wav,hiphop,0.16332328,0.017079351,0.1295534,0.088940375,0.058318485,0.087896824,0.12163857,0.037990108,0.060897026,0.23436263
50,jazz.00010.wav,jazz,0.054951478,0.12045166,0.07428926,0.074272014,0.065084204,0.15239267,0.01879279,0.21824253,0.13591251,0.085610874
51,jazz.00018.wav,jazz,0.035174392,0.27562448,0.04368992,0.084941156,0.08439886,0.08623536,0.016859163,0.17215092,0.16367282,0.03725294
52,jazz.00022.wav,jazz,0.16809048,0.012873658,0.12605576,0.102582745,0.08064016,0.07066488,0.06990379,0.06908976,0.09508929,0.2050095
53,jazz.00033.wav,jazz,0.11608901,0.029147513,0.13256459,0.09888802,0.067095496,0.12851353,0.05025905,0.09859025,0.10080562,0.17804694
54,jazz.00039.wav,jazz,0.14276293,0.023191651,0.12402621,0.065652795,0.08634239,0.09395613,0.04734774,0.13688706,0.06975196,0.21008117
55,jazz.00061.wav,jazz,0.15660165,0.014712075,0.06293374,0.09445711,0.06453454,0.027382173,0.27615628,0.018539371,0.054485206,0.23019795
56,jazz.00068.wav,jazz,0.056433383,0.03423024,0.046908714,0.06844361,0.0841262,0.101139285,0.014347506,0.26026806,0.25815946,0.075943515
57,jazz.00075.wav,jazz,0.14352964,0.030146386,0.07378771,0.10267397,0.06625102,0.036592994,0.27019468,0.019226369,0.04998265,0.20761466
58,jazz.00088.wav,jazz,0.15208212,0.025655583,0.1339839,0.0841827,0.08305829,0.07718843,0.098109186,0.07140549,0.061626982,0.21270739
59,jazz.00091.wav,jazz,0.041572317,0.3059786,0.06922456,0.07337332,0.04900477,0.13928735,0.02191089,0.14676557,0.09325148,0.059631117
60,metal.00013.wav,metal,0.02527343,0.38568035,0.06095971,0.046253376,0.024894161,0.1985202,0.015165246,0.1373764,0.06738374,0.038493462
61,metal.00014.wav,metal,0.14236742,0.017690802,0.082002036,0.094483435,0.09635405,0.07610376,0.12539674,0.055284612,0.101589516,0.2087276
62,metal.00025.wav,metal,0.06355805,0.02707265,0.04396426,0.05940849,0.09067252,0.102711365,0.018069824,0.24257922,0.26084924,0.09111439
63,metal.00027.wav,metal,0.13978215,0.019866657,0.12480432,0.084409796,0.08205009,0.09744423,0.08920761,0.059802838,0.06929107,0.23334122
64,metal.00030.wav,metal,0.14429528,0.018556355,0.07107085,0.098397665,0.06475793,0.03603616,0.3105772,0.017303228,0.04830037,0.19070497
65,metal.00031.wav,metal,0.17167021,0.01624896,0.07385393,0.089300886,0.07429296,0.03324007,0.23315626,0.021372436,0.04766066,0.23920357
66,metal.00039.wav,metal,0.14967528,0.022693697,0.07142977,0.0963959,0.06947869,0.05114001,0.18786266,0.039545275,0.08004791,0.23173071
67,metal.00059.wav,metal,0.14407086,0.029579807,0.086120725,0.104386225,0.06825244,0.05542894,0.18187362,0.032180976,0.06639993,0.23170647
68,metal.00064.wav,metal,0.058477238,0.084949024,0.05891282,0.075250946,0.0853349,0.10794354,0.018998515,0.23788434,0.20873678,0.06351187
69,metal.00096.wav,metal,0.10244999,0.032274332,0.10143694,0.078035906,0.067427546,0.16191965,0.09574133,0.07666454,0.09093525,0.19311456
70,pop.00004.wav,pop,0.0493051,0.13457908,0.064118825,0.093026884,0.06418372,0.12563656,0.014356592,0.2112634,0.19175664,0.051773123
71,pop.00011.wav,pop,0.19121052,0.015286082,0.12955329,0.10105951,0.078076065,0.054770395,0.056372702,0.060308263,0.07354232,0.23982082
72,pop.00018.wav,pop,0.16008039,0.012033639,0.06736864,0.08651303,0.08355212,0.047901295,0.13155371,0.05092051,0.10959603,0.2504806
73,pop.00024.wav,pop,0.07170408,0.09500402,0.06658362,0.10861839,0.18972717,0.078591004,0.06373351,0.120600544,0.13583446,0.069603235
74,pop.00037.wav,pop,0.057349015,0.15755516,0.061049867,0.077218615,0.0652386,0.11990184,0.0190457,0.20217143,0.1709936,0.069476195
75,pop.00038.wav,pop,0.07157926,0.115404576,0.07630142,0.11992459,0.09085715,0.117786884,0.11913446,0.0638981,0.10532547,0.119788066
76,pop.00055.wav,pop,0.07889346,0.03549078,0.06904351,0.06886986,0.07528733,0.14631613,0.035189427,0.16819839,0.1737765,0.14893463
77,pop.00071.wav,pop,0.1520039,0.011396538,0.05460797,0.07865117,0.06660014,0.024704289,0.3271456,0.017358148,0.052611765,0.21492039
78,pop.00087.wav,pop,0.1527885,0.023434676,0.081907935,0.10945753,0.07432771,0.042255245,0.19872795,0.027263572,0.06270708,0.22712979
79,pop.00093.wav,pop,0.01150774,0.47607052,0.042331077,0.043868445,0.030638384,0.19667803,0.0119172875,0.10446255,0.06518114,0.017344814
80,reggae.00012.wav,reggae,0.18671927,0.018785186,0.13644452,0.10974811,0.07713748,0.056676857,0.07353865,0.047680844,0.0642697,0.22899944
81,reggae.00022.wav,reggae,0.06308899,0.06731522,0.068862505,0.08151039,0.08983926,0.12153825,0.024113724,0.20720859,0.1817113,0.094811715
82,reggae.00026.wav,reggae,0.07555929,0.0728734,0.060185976,0.085802145,0.08923104,0.09933481,0.023823457,0.19253734,0.20435381,0.0962987
83,reggae.00028.wav,reggae,0.16127944,0.022013357,0.118399456,0.09808417,0.0820775,0.0708024,0.060303155,0.06818007,0.07597265,0.2428878
84,reggae.00049.wav,reggae,0.07037037,0.044192996,0.05511202,0.07996519,0.13281372,0.09258575,0.02687205,0.20660831,0.2285746,0.06290516
85,reggae.00073.wav,reggae,0.0450886,0.2776861,0.049033295,0.0756274,0.091498755,0.112506576,0.127413,0.06669622,0.07682252,0.07762759
86,reggae.00076.wav,reggae,0.036529034,0.14626949,0.06015872,0.07979476,0.09501242,0.16667368,0.022687813,0.18745597,0.15219055,0.053227622
87,reggae.00081.wav,reggae,0.12894303,0.039753817,0.086066574,0.10605063,0.05818161,0.06874269,0.1889509,0.033967223,0.06957555,0.21976803
88,reggae.00083.wav,reggae,0.046620596,0.09780653,0.049006045,0.07452905,0.074429005,0.11177235,0.01839416,0.21957098,0.24175547,0.06611583
89,reggae.00093.wav,reggae,0.12962788,0.027973194,0.08527525,0.10484894,0.0928551,0.06208925,0.1652103,0.047431417,0.08096143,0.20372726
90,rock.00003.wav,rock,0.17646179,0.015344467,0.09520454,0.09417247,0.07423783,0.048544724,0.15956143,0.035189252,0.0668389,0.23444453
91,rock.00031.wav,rock,0.040849548,0.28056988,0.06993901,0.08689621,0.06844345,0.112180516,0.02197305,0.15748656,0.11171933,0.04994247
92,rock.00040.wav,rock,0.18876834,0.009818677,0.074749,0.098451644,0.06580172,0.03481072,0.18347387,0.030629389,0.083116844,0.23037976
93,rock.00044.wav,rock,0.17231481,0.023704464,0.15629973,0.08435323,0.052467767,0.07905896,0.053379923,0.071310624,0.058760647,0.24834993
94,rock.00051.wav,rock,0.21554646,0.014979557,0.117090076,0.09243824,0.068767756,0.0371761,0.10645605,0.034536522,0.049651373,0.2633579
95,rock.00060.wav,rock,0.13761203,0.033043876,0.16037335,0.08601495,0.059535567,0.12575753,0.056504697,0.08782029,0.064357385,0.18898033
96,rock.00068.wav,rock,0.1725909,0.005757431,0.04854676,0.075185865,0.07797605,0.027085885,0.23704305,0.0237025,0.08343351,0.24867809
97,rock.00090.wav,rock,0.055048678,0.014544279,0.021861115,0.053026386,0.20757751,0.035641283,0.01871992,0.21182297,0.34067553,0.04108234
98,rock.00094.wav,rock,0.1487251,0.008247994,0.04783594,0.084047906,0.13633612,0.024949824,0.25042295,0.027057633,0.07817904,0.1941975
99,rock.00096.wav,rock,0.15788454,0.012671329,0.06782633,0.106692635,0.08802081,0.039081812,0.19414292,0.030934013,0.0873022,0.21544348
